Term                           IDF                           
онеметь                        2.1139                        
опьянеть                       2.1139                        
подопытный                     1.8129                        
кролик                         1.8129                        
название                       2.1139                        
звуковой                       2.1139                        
проводы                        2.1139                        
пережиться                     2.1139                        
придурок                       2.1139                        
архипелаг                      2.1139                        
рубль                          2.1139                        
любим                          2.1139                        
завтра                         1.6368                        
радиоточка                     2.1139                        
агностик                       2.1139                        
религиозный                    2.1139                        
капелька                       2.1139                        
препарат                       1.8129                        
aquarium                       1.8129                        
эмоциональный                  2.1139                        
голубой                        2.1139                        
судить                         2.1139                        
просыпать                      2.1139                        
крест                          2.1139                        
кладбищенский                  2.1139                        
диспетчер                      2.1139                        
самолёт                        1.8129                        
сопля                          2.1139                        
лично                          1.8129                        
пустословие                    2.1139                        
отмычка                        2.1139                        
замок                          2.1139                        
тайный                         2.1139                        
непостижимый                   2.1139                        
попытаться                     2.1139                        
влезть                         2.1139                        
шкура                          2.1139                        
жизненный                      2.1139                        
перипетия                      2.1139                        
достигнуть                     2.1139                        
одиноко                        1.5119                        
неминуемый                     2.1139                        
вливать                        2.1139                        
литий                          2.1139                        
дырявый                        1.8129                        
наверно                        1.8129                        
форма                          2.1139                        
выдох                          2.1139                        
явление                        2.1139                        
ребро                          2.1139                        
кровенеть                      2.1139                        
брызги                         2.1139                        
наружу                         1.8129                        
раковина                       2.1139                        
вызвать                        2.1139                        
кровотечение                   2.1139                        
безголовый                     2.1139                        
устрица                        2.1139                        
статично                       2.1139                        
вернуть                        2.1139                        
повторить                      1.8129                        
вошь                           2.1139                        
влиять                         2.1139                        
дыра                           2.1139                        
протыкать                      2.1139                        
отчуждённость                  1.6368                        
повторяемость                  1.8129                        
сменить                        2.1139                        
отдалять                       1.6368                        
маленький                      1.415                         
лютик                          2.1139                        
перегар                        2.1139                        
шарик                          2.1139                        
воздушный                      2.1139                        
торговать                      2.1139                        
опальный                       2.1139                        
чёрствый                       2.1139                        
съесть                         2.1139                        
статус                         2.1139                        
круто                          2.1139                        
крошка                         1.8129                        
скверный                       1.8129                        
убиваться                      2.1139                        
пророчить                      2.1139                        
x                              2.1139                        
ix                             2.1139                        
v                              2.1139                        
iv                             2.1139                        
iii                            2.1139                        
ii                             2.1139                        
уходить                        1.8129                        
запутаться                     1.8129                        
обернуться                     1.8129                        
обратно                        1.8129                        
аквариумный                    2.1139                        
дерзить                        2.1139                        
спрячься                       2.1139                        
занавеска                      2.1139                        
натягивать                     2.1139                        
леска                          2.1139                        
пьянеть                        2.1139                        
орфей                          2.1139                        
малюсенький                    2.1139                        
золотой                        2.1139                        
рыбка                          1.8129                        
проза                          2.1139                        
броситься                      2.1139                        
люстра                         2.1139                        
мирок                          2.1139                        
бесцветный                     2.1139                        
донельзя                       2.1139                        
половинка                      2.1139                        
босяк                          2.1139                        
недочеловек                    2.1139                        
недопоэт                       2.1139                        
впредь                         2.1139                        
сгнить                         2.1139                        
заболеть                       1.8129                        
потемнеть                      2.1139                        
аквариум                       2.1139                        
пропаганда                     2.1139                        
лицемерие                      2.1139                        
мнение                         2.1139                        
деградация                     2.1139                        
украинский                     2.1139                        
поколение                      2.1139                        
братский                       2.1139                        
отношение                      2.1139                        
дружба                         2.1139                        
наглый                         2.1139                        
явь                            2.1139                        
вражда                         2.1139                        
нацистский                     2.1139                        
покалечить                     2.1139                        
острог                         2.1139                        
выдержать                      1.8129                        
залп                           2.1139                        
забыться                       1.6368                        
завести                        2.1139                        
положить                       2.1139                        
вынуть                         2.1139                        
батарейка                      2.1139                        
прийтись                       1.8129                        
паспорт                        2.1139                        
нержавейка                     2.1139                        
прибой                         1.8129                        
буйный                         2.1139                        
сочиться                       1.8129                        
людской                        1.8129                        
ран                            1.8129                        
отмывать                       2.1139                        
небосвод                       2.1139                        
блестящий                      2.1139                        
ступень                        2.1139                        
беспамятство                   2.1139                        
фантом                         2.1139                        
рассказ                        2.1139                        
неуклюжий                      2.1139                        
канализационный                2.1139                        
смывать                        1.8129                        
бедность                       2.1139                        
потолочный                     2.1139                        
стрелять                       2.1139                        
изгиб                          2.1139                        
сужать                         2.1139                        
узость                         2.1139                        
ноктюрн                        2.1139                        
флейта                         2.1139                        
водосточный                    2.1139                        
будка                          2.1139                        
кирпич                         2.1139                        
заморозить                     1.6368                        
флюс                           2.1139                        
разрешить                      2.1139                        
закат                          2.1139                        
томный                         2.1139                        
принять                        2.1139                        
рассвет                        2.1139                        
принцесса                      2.1139                        
пейзажный                      2.1139                        
кромешный                      2.1139                        
научиться                      2.1139                        
убогий                         2.1139                        
полумрак                       2.1139                        
временами                      2.1139                        
терпение                       2.1139                        
ужасный                        2.1139                        
усик                           2.1139                        
парень                         1.8129                        
шуточный                       2.1139                        
неясно                         2.1139                        
монолог                        2.1139                        
кухонный                       1.8129                        
утекать                        2.1139                        
подвергнуть                    2.1139                        
сомнение                       1.6368                        
чайник                         2.1139                        
пережёвывать                   2.1139                        
вычерпывать                    2.1139                        
присутствие                    2.1139                        
сакральный                     2.1139                        
слепить                        2.1139                        
бензинный                      2.1139                        
двигатель                      2.1139                        
убаюкать                       2.1139                        
уродливый                      2.1139                        
чудище                         2.1139                        
выжать                         2.1139                        
сходиться                      2.1139                        
вязкий                         2.1139                        
движение                       2.1139                        
ныть                           1.8129                        
плачущий                       2.1139                        
купить                         1.8129                        
рюкзак                         2.1139                        
собранный                      2.1139                        
успеть                         2.1139                        
охранник                       2.1139                        
солгать                        2.1139                        
рукав                          2.1139                        
плести                         2.1139                        
зоопарк                        2.1139                        
зависимость                    2.1139                        
мавзолей                       2.1139                        
сорок                          2.1139                        
бар                            2.1139                        
коктейль                       2.1139                        
питер                          2.1139                        
брук                           2.1139                        
недостижимый                   2.1139                        
король                         2.1139                        
пешка                          2.1139                        
осип                           2.1139                        
слежка                         2.1139                        
влажность                      2.1139                        
вероятность                    2.1139                        
шорох                          2.1139                        
одеяло                         2.1139                        
пламя                          1.5119                        
стакан                         1.6368                        
одновременно                   2.1139                        
редактор                       2.1139                        
подчеркнуть                    2.1139                        
эрато                          2.1139                        
погибнуть                      1.8129                        
бессонница                     2.1139                        
фланг                          2.1139                        
вооружённый                    2.1139                        
конница                        2.1139                        
начало                         2.1139                        
нужность                       2.1139                        
прочтение                      2.1139                        
сие                            2.1139                        
творение                       2.1139                        
прочитать                      2.1139                        
строчка                        1.8129                        
перепрыгивать                  2.1139                        
ям                             1.6368                        
ландшафт                       2.1139                        
б                              2.1139                        
занемочь                       2.1139                        
сочинить                       2.1139                        
порадовать                     2.1139                        
жаждать                        2.1139                        
деньга                         2.1139                        
позёрство                      2.1139                        
странный                       2.1139                        
важный                         1.5119                        
рейтинг                        2.1139                        
переезд                        2.1139                        
жопа                           2.1139                        
поехать                        2.1139                        
колесить                       2.1139                        
европа                         2.1139                        
допускать                      2.1139                        
молдавский                     2.1139                        
cделает                        2.1139                        
галить                         2.1139                        
перевод                        2.1139                        
издатель                       2.1139                        
талантливый                    2.1139                        
запереться                     2.1139                        
сдохнуть                       2.1139                        
небесный                       2.1139                        
садиться                       2.1139                        
навевать                       1.8129                        
шипеть                         2.1139                        
крушить                        2.1139                        
парус                          2.1139                        
судно                          2.1139                        
спасательный                   2.1139                        
прижаться                      1.8129                        
варежка                        2.1139                        
эскимос                        2.1139                        
целоваться                     2.1139                        
неизведанный                   2.1139                        
тошный                         1.8129                        
бешено                         2.1139                        
злобно                         2.1139                        
глядеть                        1.8129                        
докурить                       2.1139                        
шкаф                           2.1139                        
виновато                       2.1139                        
улечься                        2.1139                        
размножать                     2.1139                        
вирус                          2.1139                        
срабатывать                    2.1139                        
мигрень                        2.1139                        
раскрыть                       2.1139                        
штора                          2.1139                        
кривой                         2.1139                        
горизонт                       1.8129                        
прогрессировать                2.1139                        
икона                          2.1139                        
пролететь                      2.1139                        
спид                           2.1139                        
невинный                       2.1139                        
убийца                         2.1139                        
висеть                         2.1139                        
прыжок                         2.1139                        
полететь                       2.1139                        
гроб                           2.1139                        
раздаваться                    2.1139                        
злость                         1.8129                        
смерть                         2.1139                        
окружать                       2.1139                        
фильтр                         2.1139                        
проникать                      2.1139                        
пустырь                        2.1139                        
создание                       1.8129                        
эталон                         2.1139                        
мера                           1.8129                        
скромность                     2.1139                        
пистолет                       2.1139                        
звонкий                        2.1139                        
сильный                        1.8129                        
чередование                    2.1139                        
бланк                          2.1139                        
безобразный                    2.1139                        
скопление                      2.1139                        
уверенность                    2.1139                        
правдивость                    2.1139                        
объективность                  2.1139                        
заложить                       2.1139                        
тетрадь                        2.1139                        
покоситься                     2.1139                        
конус                          2.1139                        
сводить                        2.1139                        
порох                          2.1139                        
безысходность                  2.1139                        
тлен                           2.1139                        
сплошной                       2.1139                        
иллюзия                        2.1139                        
вредоносный                    2.1139                        
бросок                         2.1139                        
перебивать                     2.1139                        
окончание                      2.1139                        
предложение                    1.6368                        
медленный                      2.1139                        
живить                         2.1139                        
пчела                          2.1139                        
улей                           2.1139                        
отбывать                       2.1139                        
причал                         2.1139                        
безмерный                      2.1139                        
красить                        1.8129                        
ломать                         2.1139                        
запивать                       2.1139                        
йод                            2.1139                        
еловый                         1.8129                        
настой                         2.1139                        
подниматься                    2.1139                        
высокий                        2.1139                        
вылезать                       2.1139                        
безумец                        2.1139                        
делить                         2.1139                        
ноль                           2.1139                        
прерывать                      1.8129                        
исповедь                       2.1139                        
данный                         2.1139                        
волхв                          2.1139                        
фора                           2.1139                        
тяжело                         1.8129                        
неважно                        2.1139                        
позабыть                       2.1139                        
оправдание                     2.1139                        
находить                       2.1139                        
коршун                         2.1139                        
оскаливать                     2.1139                        
одноместный                    2.1139                        
неловкость                     2.1139                        
поить                          2.1139                        
петь                           1.8129                        
соловей                        2.1139                        
пена                           2.1139                        
зрачок                         2.1139                        
губительно                     1.8129                        
десяток                        2.1139                        
ломаться                       2.1139                        
цех                            2.1139                        
изобилие                       2.1139                        
приносить                      2.1139                        
веселие                        2.1139                        
келья                          2.1139                        
потеряться                     2.1139                        
мебельный                      2.1139                        
дряхлый                        2.1139                        
обозлить                       2.1139                        
соорудить                      2.1139                        
спасительный                   1.8129                        
остров                         2.1139                        
предсмертный                   2.1139                        
стоящий                        1.8129                        
диван                          2.1139                        
воск                           2.1139                        
вытирать                       2.1139                        
готовый                        2.1139                        
взирать                        2.1139                        
штык                           2.1139                        
глазище                        2.1139                        
нищий                          2.1139                        
вьюжный                        2.1139                        
подпереться                    2.1139                        
очнуться                       2.1139                        
протереть                      2.1139                        
притягивать                    2.1139                        
пират                          2.1139                        
трюм                           2.1139                        
бродить                        2.1139                        
палуба                         2.1139                        
электричка                     2.1139                        
туннель                        1.6368                        
легко                          1.8129                        
собачий                        2.1139                        
рычание                        2.1139                        
наполняться                    1.8129                        
поворот                        2.1139                        
пропердеть                     2.1139                        
некуда                         1.6368                        
яркий                          2.1139                        
отказываться                   2.1139                        
пошатываться                   2.1139                        
распитие                       2.1139                        
расслаблять                    2.1139                        
проплывать                     2.1139                        
молодость                      2.1139                        
юность                         2.1139                        
чесать                         2.1139                        
скудный                        2.1139                        
избитый                        2.1139                        
искалечить                     2.1139                        
варвара                        2.1139                        
вуаль                          2.1139                        
таз                            2.1139                        
ритм                           1.8129                        
плевать                        2.1139                        
рацион                         2.1139                        
пример                         2.1139                        
изувер                         2.1139                        
дырка                          2.1139                        
филигранный                    2.1139                        
заткнуть                       2.1139                        
посчитать                      2.1139                        
природный                      2.1139                        
жар                            2.1139                        
пот                            2.1139                        
липкий                         2.1139                        
тяжесть                        2.1139                        
механический                   2.1139                        
деталь                         2.1139                        
запретный                      2.1139                        
маяковский                     1.8129                        
пыхтеть                        2.1139                        
магистраль                     2.1139                        
любитель                       2.1139                        
ария                           2.1139                        
благоухать                     2.1139                        
рай                            2.1139                        
тарелка                        2.1139                        
ложка                          2.1139                        
вонять                         2.1139                        
свиной                         2.1139                        
навоз                          2.1139                        
крещенский                     2.1139                        
мороз                          2.1139                        
покончить                      2.1139                        
прохлада                       2.1139                        
оголить                        2.1139                        
наплевать                      1.8129                        
потуга                         2.1139                        
однобокость                    2.1139                        
смехотворно                    2.1139                        
определённый                   2.1139                        
значить                        2.1139                        
поймать                        2.1139                        
темп                           2.1139                        
поменять                       2.1139                        
ровный                         2.1139                        
бег                            2.1139                        
жест                           2.1139                        
дьявольски                     2.1139                        
двигать                        1.6368                        
обрушиться                     2.1139                        
трава                          2.1139                        
враньё                         2.1139                        
вырваться                      2.1139                        
останавливаться                2.1139                        
мгновение                      1.8129                        
бездумно                       2.1139                        
тон                            2.1139                        
водолаз                        2.1139                        
попасться                      2.1139                        
рыбачий                        2.1139                        
мотив                          2.1139                        
иссякнуть                      2.1139                        
кино                           2.1139                        
убежать                        2.1139                        
возвышать                      2.1139                        
невидимый                      2.1139                        
рыбак                          2.1139                        
являться                       1.8129                        
бродский                       2.1139                        
плоский                        2.1139                        
жаль                           2.1139                        
шататься                       2.1139                        
доходить                       2.1139                        
буря                           1.8129                        
сносить                        2.1139                        
здание                         1.8129                        
омерзительный                  2.1139                        
угар                           2.1139                        
гадать                         2.1139                        
доска                          2.1139                        
тайфун                         1.8129                        
погубить                       2.1139                        
пообедать                      2.1139                        
февраль                        2.1139                        
отвесить                       2.1139                        
лещ                            2.1139                        
обниматься                     2.1139                        
волочить                       2.1139                        
охладить                       2.1139                        
еле                            2.1139                        
скрыться                       2.1139                        
лень                           2.1139                        
метель                         1.8129                        
забирать                       2.1139                        
гель                           2.1139                        
ванная                         2.1139                        
скрытый                        2.1139                        
известно                       2.1139                        
нервный                        2.1139                        
соваться                       2.1139                        
хохотать                       2.1139                        
вдоль                          2.1139                        
нюхать                         2.1139                        
ясли                           2.1139                        
рассказывать                   2.1139                        
сказка                         2.1139                        
таков                          2.1139                        
понятный                       2.1139                        
наступать                      2.1139                        
сбить                          2.1139                        
кегля                          2.1139                        
оплатить                       1.8129                        
травиться                      2.1139                        
человечий                      2.1139                        
жизнеспособный                 2.1139                        
удобный                        2.1139                        
претить                        2.1139                        
рост                           2.1139                        
мышеловка                      2.1139                        
повернуть                      2.1139                        
временной                      2.1139                        
скользко                       2.1139                        
четыре                         2.1139                        
порождать                      2.1139                        
полудрёма                      2.1139                        
спасть                         2.1139                        
панический                     2.1139                        
акт                            2.1139                        
зафиксировать                  2.1139                        
скулила                        2.1139                        
несчастливый                   2.1139                        
заслать                        2.1139                        
суицид                         2.1139                        
вес                            2.1139                        
контролировать                 2.1139                        
суетливый                      2.1139                        
дворец                         2.1139                        
многое                         2.1139                        
серьга                         2.1139                        
блестеть                       2.1139                        
барнаул                        2.1139                        
пачка                          2.1139                        
скорый                         2.1139                        
гибель                         2.1139                        
бегать                         1.8129                        
персонаж                       2.1139                        
библия                         2.1139                        
щекотно                        2.1139                        
сквозить                       2.1139                        
турист                         2.1139                        
подоконник                     2.1139                        
завывать                       2.1139                        
мельничный                     2.1139                        
держаться                      2.1139                        
понедельник                    2.1139                        
глазок                         2.1139                        
фиолетовый                     2.1139                        
зажигаться                     1.8129                        
переползти                     2.1139                        
пожалуй                        2.1139                        
слякоть                        1.8129                        
вышвырнуть                     2.1139                        
повтор                         2.1139                        
даль                           2.1139                        
разбиться                      2.1139                        
хрусталь                       2.1139                        
жаловаться                     1.8129                        
невыносимый                    2.1139                        
двояко                         2.1139                        
ярко                           2.1139                        
шестой                         2.1139                        
число                          2.1139                        
трение                         2.1139                        
шанс                           2.1139                        
выбраться                      2.1139                        
тюремный                       2.1139                        
мучить                         1.8129                        
сплошняк                       2.1139                        
значащий                       2.1139                        
старший                        2.1139                        
зажечься                       2.1139                        
ситцевый                       2.1139                        
откликаться                    2.1139                        
левый                          2.1139                        
вспорхнуть                     2.1139                        
переводить                     2.1139                        
вешать                         2.1139                        
ценник                         2.1139                        
грешник                        2.1139                        
хитрить                        2.1139                        
извергать                      2.1139                        
нытьё                          2.1139                        
грызть                         2.1139                        
бытие                          2.1139                        
копоть                         2.1139                        
зола                           2.1139                        
